Index,GPS time,CoG,Lat,Lon,VX,VY,VZ,relPosHeading
21177,2330:343497.440,334.80,0.00000000,0.00000000,-16.97,12.87,27.39,334.79480
21178,2330:343497.583,334.98,0.00000000,0.00000000,-16.90,12.92,27.47,334.99462
21179,2330:343497.726,335.18,0.00000000,0.00000000,-16.80,12.95,27.53,335.10910
21180,2330:343497.869,335.42,0.00000000,0.00000000,-16.70,13.01,27.64,335.26188
21181,2330:343498.012,335.49,0.00000000,0.00000000,-16.66,13.04,27.64,335.45850
21182,2330:343498.155,335.70,0.00000000,0.00000000,-16.56,13.12,27.69,335.67632
21183,2330:343498.298,335.88,0.00000000,0.00000000,-16.47,13.17,27.73,335.87968
21184,2330:343498.441,336.00,0.00000000,0.00000000,-16.41,13.17,27.78,335.95180
21185,2330:343498.584,336.19,0.00000000,0.00000000,-16.35,13.24,27.88,336.07080
21186,2330:343498.727,336.38,0.00000000,0.00000000,-16.24,13.29,27.90,336.14944
21187,2330:343498.870,336.49,0.00000000,0.00000000,-16.19,13.34,27.91,336.48644
21188,2330:343499.013,336.64,0.00000000,0.00000000,-16.11,13.37,27.95,336.58612
21189,2330:343499.156,336.87,0.00000000,0.00000000,-16.00,13.40,28.04,336.65648
21190,2330:343499.299,337.04,0.00000000,0.00000000,-15.92,13.45,28.10,336.85064
21191,2330:343499.442,337.14,0.00000000,0.00000000,-15.87,13.49,28.12,337.18628
21192,2330:343499.585,337.37,0.00000000,0.00000000,-15.76,13.56,28.15,336.94480
21193,2330:343499.728,337.49,0.00000000,0.00000000,-15.67,13.54,28.16,337.33400
21194,2330:343499.871,337.74,0.00000000,0.00000000,-15.58,13.64,28.28,337.25592
21195,2330:343500.014,337.83,0.00000000,0.00000000,-15.51,13.63,28.27,337.54640
21196,2330:343500.157,337.96,0.00000000,0.00000000,-15.44,13.63,28.31,337.72120
21197,2330:343500.300,338.10,0.00000000,0.00000000,-15.36,13.68,28.34,337.66372
21198,2330:343500.443,338.26,0.00000000,0.00000000,-15.27,13.69,28.37,338.14064
21199,2330:343500.586,338.36,0.00000000,0.00000000,-15.23,13.72,28.42,338.11480
21200,2330:343500.729,338.60,0.00000000,0.00000000,-15.10,13.77,28.46,338.18092
21201,2330:343500.872,338.63,0.00000000,0.00000000,-15.07,13.75,28.46,338.40572
21202,2330:343501.015,338.91,0.00000000,0.00000000,-14.91,13.78,28.52,338.60496
21203,2330:343501.158,339.01,0.00000000,0.00000000,-14.86,13.80,28.55,338.77588
21204,2330:343501.301,339.17,0.00000000,0.00000000,-14.78,13.85,28.59,338.77572
21205,2330:343501.444,339.23,0.00000000,0.00000000,-14.73,13.83,28.57,339.09704
21206,2330:343501.587,339.37,0.00000000,0.00000000,-14.68,13.88,28.66,339.07236
21207,2330:343501.730,339.63,0.00000000,0.00000000,-14.54,13.97,28.66,339.25764
21208,2330:343501.873,339.76,0.00000000,0.00000000,-14.45,13.97,28.64,339.43692
21209,2330:343502.016,339.88,0.00000000,0.00000000,-14.35,13.91,28.66,339.44708
21210,2330:343502.159,340.01,0.00000000,0.00000000,-14.31,13.93,28.78,339.56224
21211,2330:343502.302,340.19,0.00000000,0.00000000,-14.22,14.01,28.81,339.64052
21212,2330:343502.445,340.15,0.00000000,0.00000000,-14.25,14.05,28.78,339.70384
21213,2330:343502.588,340.45,0.00000000,0.00000000,-14.05,14.08,28.76,339.93364
21214,2330:343502.731,340.39,0.00000000,0.00000000,-14.09,14.03,28.81,340.03032
21215,2330:343502.874,340.33,0.00000000,0.00000000,-14.15,14.02,28.87,339.80080
21216,2330:343503.017,340.43,0.00000000,0.00000000,-14.11,14.10,28.85,340.20692
21217,2330:343503.160,340.36,0.00000000,0.00000000,-14.09,14.04,28.72,340.13540
21218,2330:343503.303,340.54,0.00000000,0.00000000,-13.99,14.00,28.86,340.02296
21219,2330:343503.446,340.53,0.00000000,0.00000000,-14.00,13.95,28.90,340.25612
21220,2330:343503.589,340.71,0.00000000,0.00000000,-13.94,14.06,28.99,340.18600
21221,2330:343503.732,340.57,0.00000000,0.00000000,-14.02,14.08,28.89,340.11208
21222,2330:343503.875,340.59,0.00000000,0.00000000,-13.98,14.06,28.84,340.49084
21223,2330:343504.018,340.70,0.00000000,0.00000000,-13.95,14.12,28.92,340.59424
21224,2330:343504.161,340.62,0.00000000,0.00000000,-13.98,14.08,28.90,340.39124
21225,2330:343504.304,340.68,0.00000000,0.00000000,-13.95,14.12,28.87,340.40188
21226,2330:343504.447,340.79,0.00000000,0.00000000,-13.88,14.13,28.90,340.41420
21227,2330:343504.590,340.87,0.00000000,0.00000000,-13.83,14.10,28.93,340.24236
21228,2330:343504.733,340.84,0.00000000,0.00000000,-13.86,14.09,28.97,340.22696
21229,2330:343504.876,340.88,0.00000000,0.00000000,-13.84,14.12,28.96,340.31324
21230,2330:343505.019,340.86,0.00000000,0.00000000,-13.85,14.13,28.94,340.32848
21231,2330:343505.162,341.02,0.00000000,0.00000000,-13.75,14.17,28.91,340.48724
21232,2330:343505.305,340.87,0.00000000,0.00000000,-13.85,14.13,28.96,340.48360
21233,2330:343505.448,341.04,0.00000000,0.00000000,-13.77,14.22,28.97,340.40800
21234,2330:343505.591,341.07,0.00000000,0.00000000,-13.73,14.20,28.93,340.48720
21235,2330:343505.734,341.00,0.00000000,0.00000000,-13.79,14.22,28.94,340.46208
21236,2330:343505.877,340.87,0.00000000,0.00000000,-13.85,14.16,28.93,340.58348
21237,2330:343506.020,340.99,0.00000000,0.00000000,-13.80,14.22,28.96,340.54420
21238,2330:343506.163,340.99,0.00000000,0.00000000,-13.80,14.24,28.96,340.49936
21239,2330:343506.306,341.12,0.00000000,0.00000000,-13.73,14.26,28.96,340.56832
21240,2330:343506.449,341.04,0.00000000,0.00000000,-13.77,14.23,28.97,340.57512
21241,2330:343506.592,341.01,0.00000000,0.00000000,-13.78,14.19,28.98,340.66684
21242,2330:343506.735,341.02,0.00000000,0.00000000,-13.77,14.16,29.00,340.63780
21243,2330:343506.878,340.85,0.00000000,0.00000000,-13.86,14.11,28.98,340.57600
21244,2330:343507.021,341.03,0.00000000,0.00000000,-13.79,14.17,29.05,340.61096
21245,2330:343507.164,340.83,0.00000000,0.00000000,-13.87,14.10,28.97,340.38708
21246,2330:343507.307,340.98,0.00000000,0.00000000,-13.82,14.17,29.05,340.74528
21247,2330:343507.450,340.85,0.00000000,0.00000000,-13.88,14.13,29.00,340.59392
21248,2330:343507.593,340.89,0.00000000,0.00000000,-13.87,14.16,29.01,340.57680
21249,2330:343507.736,340.80,0.00000000,0.00000000,-13.91,14.15,29.00,340.35644
21250,2330:343507.879,340.92,0.00000000,0.00000000,-13.86,14.22,29.00,340.43504
21251,2330:343508.022,340.84,0.00000000,0.00000000,-13.91,14.22,28.98,340.56128
21252,2330:343508.165,340.93,0.00000000,0.00000000,-13.84,14.21,28.96,340.43952
21253,2330:343508.308,340.85,0.00000000,0.00000000,-13.91,14.23,29.02,340.44628
21254,2330:343508.451,340.95,0.00000000,0.00000000,-13.83,14.22,28.96,340.62132
21255,2330:343508.594,341.07,0.00000000,0.00000000,-13.78,14.24,29.05,340.42772
21256,2330:343508.737,341.22,0.00000000,0.00000000,-13.71,14.30,29.09,340.74112
21257,2330:343508.880,341.12,0.00000000,0.00000000,-13.75,14.27,29.03,340.72432
21258,2330:343509.023,341.24,0.00000000,0.00000000,-13.69,14.31,29.03,340.93420
21259,2330:343509.166,341.34,0.00000000,0.00000000,-13.62,14.31,29.06,340.76848
21260,2330:343509.309,341.53,0.00000000,0.00000000,-13.52,14.32,29.14,340.94304
21261,2330:343509.452,341.53,0.00000000,0.00000000,-13.52,14.32,29.13,341.01912
21262,2330:343509.595,341.56,0.00000000,0.00000000,-13.51,14.34,29.13,341.02584
21263,2330:343509.738,341.72,0.00000000,0.00000000,-13.42,14.38,29.14,341.06044
21264,2330:343509.881,341.68,0.00000000,0.00000000,-13.43,14.36,29.14,341.18456
21265,2330:343510.024,341.81,0.00000000,0.00000000,-13.37,14.39,29.17,341.26536
21266,2330:343510.167,341.89,0.00000000,0.00000000,-13.33,14.42,29.19,341.27992
21267,2330:343510.310,341.86,0.00000000,0.00000000,-13.33,14.35,29.18,341.48164
21268,2330:343510.453,342.00,0.00000000,0.00000000,-13.26,14.43,29.20,341.52668
21269,2330:343510.596,341.95,0.00000000,0.00000000,-13.29,14.41,29.22,341.42760
21270,2330:343510.739,342.10,0.00000000,0.00000000,-13.20,14.44,29.19,341.66888
21271,2330:343510.882,342.07,0.00000000,0.00000000,-13.22,14.43,29.22,341.60832
21272,2330:343511.025,342.19,0.00000000,0.00000000,-13.15,14.44,29.24,341.63948
21273,2330:343511.168,342.19,0.00000000,0.00000000,-13.16,14.44,29.27,341.63124
21274,2330:343511.311,342.26,0.00000000,0.00000000,-13.11,14.47,29.25,341.64788
21275,2330:343511.454,342.16,0.00000000,0.00000000,-13.17,14.44,29.22,341.59480
21276,2330:343511.597,342.18,0.00000000,0.00000000,-13.17,14.49,29.23,341.49540
21277,2330:343511.740,342.01,0.00000000,0.00000000,-13.26,14.44,29.21,341.49200
21278,2330:343511.883,342.04,0.00000000,0.00000000,-13.25,14.46,29.22,341.38340
21279,2330:343512.026,341.83,0.00000000,0.00000000,-13.35,14.39,29.16,341.32292
21280,2330:343512.169,341.76,0.00000000,0.00000000,-13.41,14.42,29.18,341.39824
21281,2330:343512.312,341.64,0.00000000,0.00000000,-13.46,14.38,29.12,341.24824
21282,2330:343512.455,341.63,0.00000000,0.00000000,-13.46,14.36,29.11,341.16920
21283,2330:343512.598,341.60,0.00000000,0.00000000,-13.48,14.32,29.15,340.90816
21284,2330:343512.741,341.58,0.00000000,0.00000000,-13.50,14.34,29.16,340.85160
21285,2330:343512.884,341.52,0.00000000,0.00000000,-13.53,14.33,29.11,340.83532
21286,2330:343513.027,341.48,0.00000000,0.00000000,-13.56,14.34,29.12,340.96960
21287,2330:343513.170,341.61,0.00000000,0.00000000,-13.47,14.35,29.12,340.99092
21288,2330:343513.313,341.52,0.00000000,0.00000000,-13.55,14.34,29.17,341.00144
21289,2330:343513.456,341.59,0.00000000,0.00000000,-13.49,14.35,29.12,341.23404
21290,2330:343513.599,341.49,0.00000000,0.00000000,-13.54,14.33,29.10,341.03400
21291,2330:343513.742,341.69,0.00000000,0.00000000,-13.44,14.38,29.15,341.10384
21292,2330:343513.885,341.71,0.00000000,0.00000000,-13.42,14.37,29.14,341.25408
21293,2330:343514.028,341.62,0.00000000,0.00000000,-13.48,14.34,29.16,341.19188
21294,2330:343514.171,341.72,0.00000000,0.00000000,-13.42,14.39,29.14,341.22296
21295,2330:343514.314,341.73,0.00000000,0.00000000,-13.42,14.40,29.17,341.21072
21296,2330:343514.457,341.76,0.00000000,0.00000000,-13.39,14.40,29.14,341.30000
21297,2330:343514.600,341.77,0.00000000,0.00000000,-13.39,14.39,29.16,341.28564
21298,2330:343514.743,341.92,0.00000000,0.00000000,-13.32,14.44,29.21,341.33164
21299,2330:343514.886,341.94,0.00000000,0.00000000,-13.30,14.43,29.20,341.62880
21300,2330:343515.029,341.98,0.00000000,0.00000000,-13.27,14.41,29.20,341.50216
21301,2330:343515.172,342.10,0.00000000,0.00000000,-13.21,14.45,29.25,341.71776
21302,2330:343515.315,342.21,0.00000000,0.00000000,-13.17,14.51,29.26,341.74776
21303,2330:343515.458,342.26,0.00000000,0.00000000,-13.13,14.52,29.24,341.80200
21304,2330:343515.601,342.33,0.00000000,0.00000000,-13.08,14.53,29.24,341.83760
21305,2330:343515.744,342.42,0.00000000,0.00000000,-13.03,14.54,29.26,341.87604
21306,2330:343515.887,342.44,0.00000000,0.00000000,-13.02,14.52,29.29,341.93056
21307,2330:343516.030,342.52,0.00000000,0.00000000,-12.97,14.53,29.28,341.99596
21308,2330:343516.173,342.60,0.00000000,0.00000000,-12.95,14.59,29.32,342.21940
21309,2330:343516.316,342.49,0.00000000,0.00000000,-12.98,14.53,29.26,342.05444
21310,2330:343516.459,342.68,0.00000000,0.00000000,-12.90,14.60,29.32,342.15460
21311,2330:343516.602,342.55,0.00000000,0.00000000,-12.94,14.53,29.25,341.93816
21312,2330:343516.745,342.70,0.00000000,0.00000000,-12.88,14.57,29.34,342.15720
21313,2330:343516.888,342.64,0.00000000,0.00000000,-12.88,14.51,29.27,342.04316
21314,2330:343517.031,342.69,0.00000000,0.00000000,-12.89,14.55,29.35,342.09624
21315,2330:343517.174,342.70,0.00000000,0.00000000,-12.85,14.54,29.30,342.03856
21316,2330:343517.317,342.67,0.00000000,0.00000000,-12.89,14.56,29.33,342.19756
21317,2330:343517.460,342.66,0.00000000,0.00000000,-12.88,14.54,29.28,342.05276
21318,2330:343517.603,342.66,0.00000000,0.00000000,-12.89,14.53,29.32,342.16476
21319,2330:343517.746,342.74,0.00000000,0.00000000,-12.84,14.56,29.31,342.14836
21320,2330:343517.889,342.67,0.00000000,0.00000000,-12.88,14.54,29.31,342.34944
21321,2330:343518.032,342.77,0.00000000,0.00000000,-12.82,14.56,29.31,342.21432
21322,2330:343518.175,342.75,0.00000000,0.00000000,-12.83,14.55,29.30,342.27824
21323,2330:343518.318,342.83,0.00000000,0.00000000,-12.81,14.59,29.38,342.30428
21324,2330:343518.461,342.86,0.00000000,0.00000000,-12.77,14.56,29.33,342.43856
21325,2330:343518.604,342.90,0.00000000,0.00000000,-12.75,14.58,29.37,342.28296
21326,2330:343518.747,342.87,0.00000000,0.00000000,-12.77,14.58,29.34,342.42908
21327,2330:343518.890,342.94,0.00000000,0.00000000,-12.73,14.59,29.37,342.44144
21328,2330:343519.033,342.99,0.00000000,0.00000000,-12.70,14.59,29.36,342.41776
21329,2330:343519.176,343.02,0.00000000,0.00000000,-12.69,14.61,29.38,342.45304
21330,2330:343519.319,342.98,0.00000000,0.00000000,-12.71,14.61,29.36,342.41160
21331,2330:343519.462,343.07,0.00000000,0.00000000,-12.66,14.62,29.38,342.46084
21332,2330:343519.605,343.06,0.00000000,0.00000000,-12.66,14.59,29.37,342.54124
21333,2330:343519.748,343.07,0.00000000,0.00000000,-12.66,14.60,29.40,342.52676
21334,2330:343519.891,343.05,0.00000000,0.00000000,-12.69,14.63,29.42,342.55844
21335,2330:343520.034,343.06,0.00000000,0.00000000,-12.67,14.64,29.38,342.51496
21336,2330:343520.177,343.09,0.00000000,0.00000000,-12.66,14.65,29.39,342.60320
21337,2330:343520.320,343.02,0.00000000,0.00000000,-12.69,14.63,29.36,342.54108
21338,2330:343520.463,343.10,0.00000000,0.00000000,-12.65,14.66,29.40,342.63256
21339,2330:343520.606,343.09,0.00000000,0.00000000,-12.67,14.69,29.39,342.67268
21340,2330:343520.749,343.09,0.00000000,0.00000000,-12.65,14.66,29.34,342.65028
21341,2330:343520.892,343.08,0.00000000,0.00000000,-12.66,14.64,29.38,342.74136
21342,2330:343521.035,343.09,0.00000000,0.00000000,-12.67,14.67,29.41,342.68056
21343,2330:343521.178,343.09,0.00000000,0.00000000,-12.66,14.65,29.38,342.62132
21344,2330:343521.321,343.10,0.00000000,0.00000000,-12.66,14.65,29.40,342.74912
21345,2330:343521.464,342.98,0.00000000,0.00000000,-12.72,14.60,29.40,342.50956
21346,2330:343521.607,343.01,0.00000000,0.00000000,-12.70,14.60,29.40,342.43736
21347,2330:343521.750,342.92,0.00000000,0.00000000,-12.75,14.60,29.38,342.37508
21348,2330:343521.893,342.90,0.00000000,0.00000000,-12.76,14.60,29.36,342.35156
21349,2330:343522.036,342.81,0.00000000,0.00000000,-12.81,14.59,29.32,342.21132
21350,2330:343522.179,342.77,0.00000000,0.00000000,-12.83,14.58,29.33,342.12128
21351,2330:343522.322,342.61,0.00000000,0.00000000,-12.93,14.55,29.32,342.09624
21352,2330:343522.465,342.48,0.00000000,0.00000000,-12.99,14.51,29.29,341.89732
21353,2330:343522.608,342.44,0.00000000,0.00000000,-13.03,14.54,29.29,341.76520
21354,2330:343522.751,342.28,0.00000000,0.00000000,-13.10,14.46,29.24,341.69492
21355,2330:343522.894,342.19,0.00000000,0.00000000,-13.16,14.44,29.26,341.59552
21356,2330:343523.037,342.13,0.00000000,0.00000000,-13.18,14.42,29.23,341.60720
21357,2330:343523.180,342.08,0.00000000,0.00000000,-13.23,14.43,29.26,341.39356
21358,2330:343523.323,341.98,0.00000000,0.00000000,-13.24,14.37,29.16,341.56648
21359,2330:343523.466,341.98,0.00000000,0.00000000,-13.27,14.40,29.23,341.42036
21360,2330:343523.609,341.76,0.00000000,0.00000000,-13.39,14.35,29.16,341.20708
21361,2330:343523.752,341.84,0.00000000,0.00000000,-13.36,14.41,29.18,341.13848
21362,2330:343523.895,341.73,0.00000000,0.00000000,-13.42,14.41,29.14,340.95800
21363,2330:343524.038,341.64,0.00000000,0.00000000,-13.45,14.37,29.10,340.96568
21364,2330:343524.181,341.63,0.00000000,0.00000000,-13.47,14.38,29.11,341.05728
21365,2330:343524.324,341.62,0.00000000,0.00000000,-13.47,14.38,29.12,340.89176
21366,2330:343524.467,341.55,0.00000000,0.00000000,-13.51,14.36,29.11,340.90744
21367,2330:343524.610,341.57,0.00000000,0.00000000,-13.50,14.37,29.09,341.05980
21368,2330:343524.753,341.63,0.00000000,0.00000000,-13.46,14.37,29.11,341.18328
21369,2330:343524.896,341.63,0.00000000,0.00000000,-13.46,14.36,29.12,341.17140
21370,2330:343525.039,341.78,0.00000000,0.00000000,-13.38,14.37,29.17,341.15304
21371,2330:343525.182,341.76,0.00000000,0.00000000,-13.40,14.39,29.16,341.18084
21372,2330:343525.325,341.83,0.00000000,0.00000000,-13.34,14.38,29.14,341.35364
21373,2330:343525.468,341.91,0.00000000,0.00000000,-13.29,14.38,29.15,341.39444
21374,2330:343525.611,341.97,0.00000000,0.00000000,-13.27,14.39,29.20,341.52296
21375,2330:343525.754,342.11,0.00000000,0.00000000,-13.18,14.39,29.20,341.50392
21376,2330:343525.897,342.16,0.00000000,0.00000000,-13.14,14.40,29.21,341.80100
21377,2330:343526.040,342.23,0.00000000,0.00000000,-13.12,14.43,29.23,341.67764
21378,2330:343526.183,342.35,0.00000000,0.00000000,-13.05,14.48,29.22,341.92296
21379,2330:343526.326,342.44,0.00000000,0.00000000,-13.01,14.53,29.21,341.95396
21380,2330:343526.469,342.51,0.00000000,0.00000000,-12.96,14.54,29.20,341.94676
21381,2330:343526.612,342.54,0.00000000,0.00000000,-12.94,14.56,29.20,342.02840
21382,2330:343526.755,342.57,0.00000000,0.00000000,-12.92,14.55,29.21,341.95412
21383,2330:343526.898,342.54,0.00000000,0.00000000,-12.94,14.54,29.22,342.02860
21384,2330:343527.041,342.55,0.00000000,0.00000000,-12.92,14.50,29.22,342.06340
21385,2330:343527.184,342.61,0.00000000,0.00000000,-12.90,14.51,29.27,342.03700
21386,2330:343527.327,342.53,0.00000000,0.00000000,-12.94,14.48,29.25,341.93360
21387,2330:343527.470,342.50,0.00000000,0.00000000,-12.96,14.49,29.25,342.06200
21388,2330:343527.613,342.52,0.00000000,0.00000000,-12.95,14.50,29.23,341.86916
21389,2330:343527.756,342.45,0.00000000,0.00000000,-13.00,14.49,29.24,341.95932
21390,2330:343527.899,342.55,0.00000000,0.00000000,-12.94,14.55,29.24,341.85808
21391,2330:343528.042,342.45,0.00000000,0.00000000,-12.99,14.51,29.21,342.01164
21392,2330:343528.185,342.59,0.00000000,0.00000000,-12.92,14.55,29.22,342.01548
21393,2330:343528.328,342.67,0.00000000,0.00000000,-12.87,14.56,29.26,342.23716
21394,2330:343528.471,342.67,0.00000000,0.00000000,-12.87,14.55,29.26,342.22224
21395,2330:343528.614,342.77,0.00000000,0.00000000,-12.80,14.55,29.26,342.15824
21396,2330:343528.757,342.81,0.00000000,0.00000000,-12.80,14.57,29.32,342.30480
21397,2330:343528.900,342.87,0.00000000,0.00000000,-12.75,14.56,29.29,342.30212
21398,2330:343529.043,342.87,0.00000000,0.00000000,-12.76,14.59,29.30,342.32356
21399,2330:343529.186,342.87,0.00000000,0.00000000,-12.76,14.59,29.29,342.38760
21400,2330:343529.329,342.93,0.00000000,0.00000000,-12.74,14.62,29.32,342.44288
21401,2330:343529.472,342.92,0.00000000,0.00000000,-12.72,14.58,29.28,342.40956
21402,2330:343529.615,342.96,0.00000000,0.00000000,-12.69,14.56,29.31,342.29500
21403,2330:343529.758,343.00,0.00000000,0.00000000,-12.68,14.55,29.35,342.35564
21404,2330:343529.901,342.94,0.00000000,0.00000000,-12.72,14.58,29.35,342.42004
21405,2330:343530.044,343.01,0.00000000,0.00000000,-12.68,14.60,29.32,342.47792
21406,2330:343530.187,343.07,0.00000000,0.00000000,-12.64,14.62,29.32,342.53728
21407,2330:343530.330,343.11,0.00000000,0.00000000,-12.63,14.63,29.35,342.47740
21408,2330:343530.473,343.17,0.00000000,0.00000000,-12.58,14.63,29.32,342.51860
21409,2330:343530.616,343.18,0.00000000,0.00000000,-12.61,14.66,29.39,342.56492
21410,2330:343530.759,343.23,0.00000000,0.00000000,-12.55,14.66,29.32,342.65568
21411,2330:343530.902,343.15,0.00000000,0.00000000,-12.61,14.65,29.35,342.65900
21412,2330:343531.045,343.20,0.00000000,0.00000000,-12.56,14.64,29.33,342.56804
21413,2330:343531.188,343.16,0.00000000,0.00000000,-12.60,14.63,29.37,342.71764
21414,2330:343531.331,343.29,0.00000000,0.00000000,-12.52,14.66,29.34,342.69552
21415,2330:343531.474,343.20,0.00000000,0.00000000,-12.58,14.65,29.36,342.59656
21416,2330:343531.617,343.32,0.00000000,0.00000000,-12.49,14.63,29.35,342.58308
21417,2330:343531.760,343.32,0.00000000,0.00000000,-12.51,14.64,29.41,342.59484
21418,2330:343531.903,343.29,0.00000000,0.00000000,-12.52,14.64,29.39,342.74492
21419,2330:343532.046,343.38,0.00000000,0.00000000,-12.47,14.67,29.39,342.80652
21420,2330:343532.189,343.37,0.00000000,0.00000000,-12.48,14.67,29.39,342.63552
21421,2330:343532.332,343.42,0.00000000,0.00000000,-12.45,14.67,29.40,342.86376
21422,2330:343532.475,343.37,0.00000000,0.00000000,-12.48,14.67,29.39,342.80560
21423,2330:343532.618,343.44,0.00000000,0.00000000,-12.44,14.70,29.38,342.91600
21424,2330:343532.761,343.53,0.00000000,0.00000000,-12.40,14.72,29.43,342.93260
21425,2330:343532.904,343.50,0.00000000,0.00000000,-12.40,14.70,29.39,342.90788
21426,2330:343533.047,343.57,0.00000000,0.00000000,-12.37,14.71,29.43,343.15132
21427,2330:343533.190,343.68,0.00000000,0.00000000,-12.31,14.74,29.46,343.08452
21428,2330:343533.333,343.65,0.00000000,0.00000000,-12.32,14.74,29.44,343.15036
21429,2330:343533.476,343.74,0.00000000,0.00000000,-12.26,14.73,29.44,343.26584
21430,2330:343533.619,343.78,0.00000000,0.00000000,-12.25,14.73,29.49,343.17964
21431,2330:343533.762,343.84,0.00000000,0.00000000,-12.22,14.73,29.52,343.24868
21432,2330:343533.905,343.91,0.00000000,0.00000000,-12.18,14.76,29.50,343.37752
21433,2330:343534.048,343.94,0.00000000,0.00000000,-12.16,14.76,29.51,343.42900
21434,2330:343534.191,344.06,0.00000000,0.00000000,-12.10,14.80,29.53,343.52288
21435,2330:343534.334,344.09,0.00000000,0.00000000,-12.08,14.80,29.53,343.54732
21436,2330:343534.477,344.12,0.00000000,0.00000000,-12.07,14.83,29.54,343.63332
21437,2330:343534.620,344.20,0.00000000,0.00000000,-12.01,14.82,29.53,343.61740
21438,2330:343534.763,344.25,0.00000000,0.00000000,-11.99,14.83,29.57,343.54772
21439,2330:343534.906,344.28,0.00000000,0.00000000,-11.97,14.83,29.57,343.64332
21440,2330:343535.049,344.19,0.00000000,0.00000000,-12.02,14.81,29.55,343.59792
21441,2330:343535.192,344.23,0.00000000,0.00000000,-12.01,14.83,29.58,343.51808
21442,2330:343535.335,344.18,0.00000000,0.00000000,-12.03,14.84,29.55,343.47168
21443,2330:343535.478,344.27,0.00000000,0.00000000,-12.00,14.91,29.56,343.44560
21444,2330:343535.621,344.13,0.00000000,0.00000000,-12.05,14.81,29.52,343.58800
21445,2330:343535.764,344.28,0.00000000,0.00000000,-11.97,14.81,29.58,343.50792
21446,2330:343535.907,344.30,0.00000000,0.00000000,-11.97,14.84,29.60,343.58300
21447,2330:343536.050,344.27,0.00000000,0.00000000,-11.97,14.82,29.54,343.64880
21448,2330:343536.193,344.22,0.00000000,0.00000000,-12.00,14.80,29.56,343.68944
21449,2330:343536.336,344.26,0.00000000,0.00000000,-11.99,14.84,29.57,343.43080
21450,2330:343536.479,344.08,0.00000000,0.00000000,-12.08,14.77,29.54,343.67436
21451,2330:343536.622,344.11,0.00000000,0.00000000,-12.06,14.78,29.53,343.23920
21452,2330:343536.765,343.92,0.00000000,0.00000000,-12.16,14.74,29.49,343.36528
21453,2330:343536.908,344.04,0.00000000,0.00000000,-12.10,14.80,29.51,343.21352
21454,2330:343537.051,343.88,0.00000000,0.00000000,-12.19,14.75,29.49,343.24056
21455,2330:343537.194,343.98,0.00000000,0.00000000,-12.13,14.77,29.49,343.20448
21456,2330:343537.337,343.90,0.00000000,0.00000000,-12.19,14.76,29.51,343.28480
21457,2330:343537.480,343.96,0.00000000,0.00000000,-12.13,14.75,29.46,343.38044
21458,2330:343537.766,343.90,0.00000000,0.00000000,-12.17,14.74,29.48,343.53136
21459,2330:343537.909,343.99,0.00000000,0.00000000,-12.13,14.77,29.49,343.54524
21460,2330:343538.052,343.88,0.00000000,0.00000000,-12.18,14.75,29.46,343.69872
21461,2330:343538.195,343.87,0.00000000,0.00000000,-12.19,14.76,29.45,343.95204
21462,2330:343538.338,343.85,0.00000000,0.00000000,-12.22,14.77,29.48,344.26064
21463,2330:343538.481,343.85,0.00000000,0.00000000,-12.20,14.76,29.45,343.91100
21464,2330:343538.624,343.73,0.00000000,0.00000000,-12.27,14.73,29.42,343.72080
21465,2330:343538.767,343.80,0.00000000,0.00000000,-12.23,14.75,29.43,343.64500
21466,2330:343538.910,343.65,0.00000000,0.00000000,-12.31,14.73,29.39,343.22068
21467,2330:343539.053,343.61,0.00000000,0.00000000,-12.33,14.71,29.41,343.61256
21468,2330:343539.196,343.55,0.00000000,0.00000000,-12.37,14.70,29.40,343.35532
21469,2330:343539.339,343.39,0.00000000,0.00000000,-12.45,14.67,29.36,343.35936
21470,2330:343539.482,343.44,0.00000000,0.00000000,-12.43,14.69,29.38,343.66228
21471,2330:343539.625,343.58,0.00000000,0.00000000,-12.33,14.70,29.35,342.99216
21472,2330:343539.768,343.44,0.00000000,0.00000000,-12.44,14.70,29.38,343.22188
21473,2330:343539.911,343.40,0.00000000,0.00000000,-12.45,14.67,29.36,343.21044
21474,2330:343540.054,343.49,0.00000000,0.00000000,-12.42,14.73,29.38,343.20408
21475,2330:343540.197,343.31,0.00000000,0.00000000,-12.50,14.66,29.33,342.94644
21476,2330:343540.340,343.43,0.00000000,0.00000000,-12.43,14.67,29.36,343.02696
21477,2330:343540.483,343.40,0.00000000,0.00000000,-12.45,14.69,29.36,342.93824
21478,2330:343540.626,343.25,0.00000000,0.00000000,-12.54,14.65,29.35,342.84648
21479,2330:343540.769,343.38,0.00000000,0.00000000,-12.47,14.71,29.37,342.75032
21480,2330:343540.912,343.27,0.00000000,0.00000000,-12.54,14.71,29.33,342.67028
21481,2330:343541.055,343.33,0.00000000,0.00000000,-12.52,14.73,29.36,342.74132
21482,2330:343541.198,343.20,0.00000000,0.00000000,-12.57,14.68,29.31,342.45292
21483,2330:343541.341,343.16,0.00000000,0.00000000,-12.60,14.67,29.32,342.59312
21484,2330:343541.484,343.30,0.00000000,0.00000000,-12.51,14.69,29.34,342.71852
21485,2330:343541.627,343.31,0.00000000,0.00000000,-12.50,14.66,29.33,342.68144
21486,2330:343541.770,343.12,0.00000000,0.00000000,-12.61,14.62,29.34,342.66492
