Index,GPS time,CoG,Lat,Lon,VX,VY,VZ
11228,2330:342029.688,135.62,29.24695250,-81.10604717,-0.00,0.00,0.01
11229,2330:342029.831,135.62,29.24695250,-81.10604717,0.01,0.00,-0.00
11230,2330:342029.974,135.62,29.24695250,-81.10604717,-0.00,-0.00,0.00
11231,2330:342030.117,135.62,29.24695250,-81.10604717,0.00,0.01,0.01
11232,2330:342030.260,135.62,29.24695250,-81.10604717,0.00,-0.00,0.00
11233,2330:342030.403,135.62,29.24695250,-81.10604717,-0.01,-0.00,-0.00
11234,2330:342030.546,135.62,29.24695250,-81.10604717,0.00,0.01,0.01
11235,2330:342030.689,135.62,29.24695250,-81.10604717,0.00,-0.01,-0.00
11236,2330:342030.832,135.62,29.24695250,-81.10604717,-0.00,0.01,-0.01
11237,2330:342030.975,135.62,29.24695250,-81.10604717,-0.00,0.00,0.00
11238,2330:342031.118,135.62,29.24695250,-81.10604717,-0.00,-0.00,0.01
11239,2330:342031.261,135.62,29.24695250,-81.10604717,0.01,0.00,-0.00
11240,2330:342031.404,135.62,29.24695250,-81.10604717,-0.01,-0.01,0.01
11241,2330:342031.547,135.62,29.24695250,-81.10604717,0.01,-0.00,-0.01
11242,2330:342031.690,135.62,29.24695250,-81.10604717,-0.01,-0.00,0.01
11243,2330:342031.833,135.62,29.24695250,-81.10604717,0.01,0.01,-0.01
11244,2330:342031.976,135.62,29.24695250,-81.10604717,0.05,-0.02,-0.05
11245,2330:342032.119,134.21,29.24695233,-81.10604700,0.11,-0.02,-0.09
11246,2330:342032.262,139.66,29.24695217,-81.10604667,0.15,-0.05,-0.14
11247,2330:342032.405,137.61,29.24695167,-81.10604633,0.33,-0.10,-0.31
11248,2330:342032.548,137.22,29.24695083,-81.10604550,0.59,-0.16,-0.55
11249,2330:342032.691,137.30,29.24694967,-81.10604417,0.94,-0.28,-0.87
11250,2330:342032.834,137.00,29.24694800,-81.10604233,1.30,-0.44,-1.14
11251,2330:342032.977,136.55,29.24694583,-81.10604000,1.65,-0.57,-1.41
11252,2330:342033.120,137.66,29.24694317,-81.10603733,2.01,-0.71,-1.79
11253,2330:342033.263,136.38,29.24694000,-81.10603400,2.42,-0.77,-2.10
11254,2330:342033.406,136.81,29.24693650,-81.10603017,2.78,-0.94,-2.41
11255,2330:342033.549,136.89,29.24693233,-81.10602583,3.17,-1.08,-2.76
11256,2330:342033.692,136.16,29.24692783,-81.10602083,3.57,-1.17,-3.04
11257,2330:342033.835,135.99,29.24692283,-81.10601533,3.97,-1.30,-3.35
11258,2330:342033.978,136.27,29.24691750,-81.10600950,4.28,-1.43,-3.64
11259,2330:342034.121,136.31,29.24691167,-81.10600317,4.61,-1.55,-3.92
11260,2330:342034.264,135.91,29.24690533,-81.10599617,4.99,-1.63,-4.20
11261,2330:342034.407,135.47,29.24689883,-81.10598883,5.33,-1.70,-4.43
11262,2330:342034.550,136.12,29.24689167,-81.10598117,5.61,-1.85,-4.76
11263,2330:342034.693,135.54,29.24688433,-81.10597283,5.98,-1.93,-4.97
11264,2330:342034.836,136.34,29.24687650,-81.10596433,6.18,-2.05,-5.28
11265,2330:342034.979,135.69,29.24686833,-81.10595533,6.51,-2.10,-5.45
11266,2330:342035.122,136.53,29.24685983,-81.10594600,6.72,-2.25,-5.78
11267,2330:342035.265,136.09,29.24685100,-81.10593650,6.98,-2.29,-5.92
11268,2330:342035.408,136.28,29.24684200,-81.10592667,7.15,-2.36,-6.11
11269,2330:342035.551,136.39,29.24683267,-81.10591650,7.35,-2.44,-6.29
11270,2330:342035.694,136.43,29.24682300,-81.10590600,7.61,-2.52,-6.53
11271,2330:342035.837,136.30,29.24681317,-81.10589517,7.84,-2.62,-6.67
11272,2330:342035.980,136.75,29.24680283,-81.10588417,8.04,-2.73,-6.96
11273,2330:342036.123,136.56,29.24679217,-81.10587267,8.34,-2.81,-7.17
11274,2330:342036.266,136.79,29.24678117,-81.10586083,8.57,-2.93,-7.41
11275,2330:342036.409,136.82,29.24676967,-81.10584867,8.83,-3.05,-7.63
11276,2330:342036.552,136.80,29.24675800,-81.10583617,9.07,-3.13,-7.83
11277,2330:342036.695,137.07,29.24674600,-81.10582350,9.26,-3.20,-8.10
11278,2330:342036.838,137.01,29.24673367,-81.10581033,9.52,-3.27,-8.31
11279,2330:342036.981,137.22,29.24672100,-81.10579700,9.73,-3.36,-8.56
11280,2330:342037.124,137.06,29.24670817,-81.10578317,9.99,-3.44,-8.73
11281,2330:342037.267,137.14,29.24669483,-81.10576917,10.23,-3.54,-8.96
11282,2330:342037.410,137.08,29.24668117,-81.10575483,10.47,-3.59,-9.18
11283,2330:342037.553,137.14,29.24666733,-81.10574000,10.71,-3.68,-9.41
11284,2330:342037.696,136.89,29.24665300,-81.10572483,11.01,-3.73,-9.59
11285,2330:342037.839,136.90,29.24663850,-81.10570933,11.25,-3.82,-9.81
11286,2330:342037.982,136.90,29.24662367,-81.10569350,11.48,-3.90,-9.99
11287,2330:342038.125,137.03,29.24660867,-81.10567750,11.69,-4.00,-10.22
11288,2330:342038.268,136.84,29.24659317,-81.10566100,11.96,-4.04,-10.41
11289,2330:342038.411,136.91,29.24657750,-81.10564417,12.15,-4.16,-10.57
11290,2330:342038.554,136.81,29.24656167,-81.10562717,12.41,-4.25,-10.74
11291,2330:342038.697,136.62,29.24654550,-81.10560967,12.67,-4.30,-10.90
11292,2330:342038.840,136.67,29.24652900,-81.10559200,12.89,-4.37,-11.11
11293,2330:342038.983,136.69,29.24651217,-81.10557400,13.07,-4.40,-11.30
11294,2330:342039.126,136.62,29.24649517,-81.10555550,13.33,-4.45,-11.53
11295,2330:342039.269,136.57,29.24647783,-81.10553700,13.52,-4.52,-11.65
11296,2330:342039.412,136.68,29.24646033,-81.10551800,13.73,-4.62,-11.87
11297,2330:342039.555,136.57,29.24644250,-81.10549883,13.94,-4.66,-12.02
11298,2330:342039.698,136.57,29.24642433,-81.10547933,14.14,-4.74,-12.18
11299,2330:342039.841,136.59,29.24640617,-81.10545967,14.28,-4.80,-12.30
11300,2330:342039.984,136.65,29.24638767,-81.10543983,14.43,-4.88,-12.44
11301,2330:342040.127,136.64,29.24636900,-81.10541967,14.60,-4.93,-12.58
11302,2330:342040.270,136.73,29.24635017,-81.10539950,14.74,-4.98,-12.76
11303,2330:342040.413,136.82,29.24633100,-81.10537900,14.89,-5.03,-12.94
11304,2330:342040.556,136.79,29.24631167,-81.10535817,15.05,-5.08,-13.07
11305,2330:342040.699,136.91,29.24629200,-81.10533733,15.20,-5.15,-13.26
11306,2330:342040.842,136.85,29.24627217,-81.10531617,15.34,-5.14,-13.39
11307,2330:342040.985,136.96,29.24625217,-81.10529483,15.47,-5.19,-13.56
11308,2330:342041.128,137.07,29.24623200,-81.10527333,15.62,-5.27,-13.74
11309,2330:342041.271,136.95,29.24621150,-81.10525167,15.81,-5.34,-13.83
11310,2330:342041.414,137.03,29.24619083,-81.10522967,15.94,-5.41,-13.97
11311,2330:342041.557,137.03,29.24617000,-81.10520750,16.12,-5.46,-14.14
11312,2330:342041.700,137.11,29.24614883,-81.10518517,16.20,-5.48,-14.27
11313,2330:342041.843,137.09,29.24612767,-81.10516267,16.38,-5.53,-14.41
11314,2330:342041.986,137.03,29.24610617,-81.10513983,16.52,-5.60,-14.49
11315,2330:342042.129,137.05,29.24608467,-81.10511700,16.66,-5.66,-14.62
11316,2330:342042.272,136.91,29.24606283,-81.10509383,16.80,-5.68,-14.66
11317,2330:342042.415,137.00,29.24604100,-81.10507067,16.87,-5.71,-14.78
11318,2330:342042.558,136.94,29.24601917,-81.10504717,16.99,-5.74,-14.85
11319,2330:342042.701,137.02,29.24599700,-81.10502367,17.08,-5.79,-14.98
11320,2330:342042.844,136.91,29.24597467,-81.10500000,17.21,-5.79,-15.04
11321,2330:342042.987,137.01,29.24595233,-81.10497617,17.31,-5.87,-15.17
11322,2330:342043.130,136.96,29.24592983,-81.10495217,17.39,-5.87,-15.22
11323,2330:342043.273,136.95,29.24590717,-81.10492817,17.47,-5.87,-15.30
11324,2330:342043.416,137.04,29.24588450,-81.10490400,17.54,-5.91,-15.41
11325,2330:342043.559,136.96,29.24586167,-81.10487967,17.63,-5.93,-15.45
11326,2330:342043.702,136.93,29.24583883,-81.10485533,17.74,-5.96,-15.51
11327,2330:342043.845,136.91,29.24581583,-81.10483083,17.78,-5.96,-15.56
11328,2330:342043.988,136.89,29.24579283,-81.10480633,17.82,-5.97,-15.58
11329,2330:342044.131,136.98,29.24576967,-81.10478167,17.87,-6.03,-15.65
11330,2330:342044.274,136.93,29.24574650,-81.10475700,17.93,-6.04,-15.68
11331,2330:342044.417,136.92,29.24572333,-81.10473233,17.98,-6.07,-15.70
11332,2330:342044.560,136.91,29.24570000,-81.10470750,18.01,-6.07,-15.73
11333,2330:342044.703,136.98,29.24567667,-81.10468267,18.05,-6.10,-15.81
11334,2330:342044.846,136.77,29.24565350,-81.10465767,18.14,-6.08,-15.77
11335,2330:342044.989,136.85,29.24563000,-81.10463267,18.16,-6.11,-15.84
11336,2330:342045.132,136.90,29.24560650,-81.10460767,18.17,-6.12,-15.87
11337,2330:342045.275,136.91,29.24558317,-81.10458250,18.22,-6.13,-15.92
11338,2330:342045.418,136.89,29.24555950,-81.10455750,18.22,-6.13,-15.90
11339,2330:342045.561,136.80,29.24553600,-81.10453233,18.30,-6.16,-15.91
11340,2330:342045.704,136.89,29.24551250,-81.10450717,18.27,-6.19,-15.92
11341,2330:342045.847,137.00,29.24548883,-81.10448200,18.27,-6.21,-15.99
11342,2330:342045.990,136.84,29.24546533,-81.10445667,18.33,-6.18,-15.96
11343,2330:342046.133,136.83,29.24544167,-81.10443150,18.33,-6.15,-15.97
11344,2330:342046.276,136.88,29.24541800,-81.10440617,18.37,-6.18,-16.03
11345,2330:342046.419,136.96,29.24539433,-81.10438100,18.35,-6.22,-16.04
11346,2330:342046.562,136.88,29.24537050,-81.10435550,18.42,-6.23,-16.06
11347,2330:342046.705,136.96,29.24534683,-81.10433033,18.38,-6.23,-16.06
11348,2330:342046.848,136.98,29.24532300,-81.10430483,18.44,-6.26,-16.12
11349,2330:342046.991,136.95,29.24529900,-81.10427950,18.47,-6.29,-16.12
11350,2330:342047.134,136.85,29.24527517,-81.10425400,18.52,-6.28,-16.11
11351,2330:342047.277,136.92,29.24525133,-81.10422850,18.53,-6.29,-16.16
11352,2330:342047.420,136.87,29.24522733,-81.10420300,18.55,-6.28,-16.16
11353,2330:342047.563,137.02,29.24520333,-81.10417733,18.55,-6.33,-16.23
11354,2330:342047.706,136.94,29.24517933,-81.10415183,18.60,-6.34,-16.22
11355,2330:342047.849,136.96,29.24515533,-81.10412617,18.60,-6.35,-16.22
11356,2330:342047.992,137.15,29.24513117,-81.10410067,18.61,-6.41,-16.33
11357,2330:342048.135,136.97,29.24510700,-81.10407500,18.65,-6.38,-16.27
11358,2330:342048.278,136.91,29.24508300,-81.10404933,18.70,-6.37,-16.29
11359,2330:342048.421,137.07,29.24505867,-81.10402367,18.67,-6.42,-16.33
11360,2330:342048.564,136.96,29.24503450,-81.10399783,18.71,-6.36,-16.34
11361,2330:342048.707,137.05,29.24501033,-81.10397200,18.72,-6.41,-16.39
11362,2330:342048.850,137.14,29.24498583,-81.10394633,18.74,-6.47,-16.43
11363,2330:342048.993,137.03,29.24496150,-81.10392050,18.76,-6.44,-16.39
11364,2330:342049.136,137.14,29.24493717,-81.10389467,18.76,-6.43,-16.48
11365,2330:342049.279,137.14,29.24491283,-81.10386900,18.78,-6.42,-16.52
11366,2330:342049.422,137.14,29.24488833,-81.10384300,18.79,-6.44,-16.51
11367,2330:342049.565,136.91,29.24486383,-81.10381717,18.90,-6.43,-16.47
11368,2330:342049.708,137.21,29.24483933,-81.10379117,18.83,-6.49,-16.57
11369,2330:342049.851,137.15,29.24481483,-81.10376533,18.87,-6.50,-16.57
11370,2330:342049.994,137.11,29.24479033,-81.10373917,18.90,-6.49,-16.58
11371,2330:342050.137,137.10,29.24476567,-81.10371317,18.91,-6.47,-16.59
11372,2330:342050.280,137.00,29.24474117,-81.10368717,18.98,-6.46,-16.60
11373,2330:342050.423,136.88,29.24471667,-81.10366100,19.02,-6.46,-16.56
11374,2330:342050.566,137.05,29.24469200,-81.10363500,19.00,-6.51,-16.63
11375,2330:342050.709,137.05,29.24466733,-81.10360883,19.01,-6.51,-16.64
11376,2330:342050.852,137.06,29.24464267,-81.10358267,19.04,-6.51,-16.68
11377,2330:342050.995,137.13,29.24461783,-81.10355650,19.03,-6.52,-16.71
11378,2330:342051.138,136.91,29.24459317,-81.10353017,19.10,-6.44,-16.68
11379,2330:342051.281,136.94,29.24456850,-81.10350383,19.09,-6.43,-16.70
11380,2330:342051.424,137.03,29.24454383,-81.10347750,19.11,-6.50,-16.75
11381,2330:342051.567,136.85,29.24451900,-81.10345117,19.23,-6.51,-16.72
11382,2330:342051.710,136.93,29.24449417,-81.10342467,19.18,-6.49,-16.76
11383,2330:342051.853,136.95,29.24446933,-81.10339833,19.17,-6.40,-16.82
11384,2330:342051.996,136.86,29.24444467,-81.10337200,19.15,-6.30,-16.81
11385,2330:342052.139,136.76,29.24441983,-81.10334550,19.27,-6.35,-16.82
11386,2330:342052.282,136.90,29.24439500,-81.10331900,19.27,-6.49,-16.82
11387,2330:342052.425,136.92,29.24437000,-81.10329250,19.27,-6.56,-16.80
11388,2330:342052.568,136.86,29.24434517,-81.10326600,19.27,-6.51,-16.78
11389,2330:342052.711,136.82,29.24432033,-81.10323950,19.31,-6.45,-16.84
11390,2330:342052.854,137.04,29.24429533,-81.10321300,19.22,-6.47,-16.90
11391,2330:342052.997,136.98,29.24427050,-81.10318650,19.29,-6.48,-16.92
11392,2330:342053.140,136.90,29.24424550,-81.10315983,19.29,-6.48,-16.86
11393,2330:342053.283,136.98,29.24422067,-81.10313333,19.27,-6.47,-16.91
11394,2330:342053.426,136.89,29.24419567,-81.10310667,19.31,-6.43,-16.91
11395,2330:342053.569,137.05,29.24417067,-81.10308017,19.28,-6.49,-16.95
11396,2330:342053.712,136.94,29.24414567,-81.10305367,19.32,-6.49,-16.91
11397,2330:342053.855,136.93,29.24412067,-81.10302700,19.32,-6.49,-16.91
11398,2330:342053.998,137.02,29.24409567,-81.10300033,19.33,-6.52,-16.96
11399,2330:342054.141,137.02,29.24407067,-81.10297383,19.30,-6.49,-16.96
11400,2330:342054.284,137.04,29.24404550,-81.10294717,19.32,-6.50,-16.98
11401,2330:342054.427,137.03,29.24402050,-81.10292067,19.33,-6.51,-16.98
11402,2330:342054.570,136.95,29.24399550,-81.10289400,19.36,-6.49,-16.97
11403,2330:342054.713,136.91,29.24397050,-81.10286733,19.37,-6.49,-16.95
11404,2330:342054.856,136.90,29.24394550,-81.10284067,19.38,-6.54,-16.92
11405,2330:342054.999,136.99,29.24392033,-81.10281383,19.40,-6.59,-16.97
11406,2330:342055.142,137.03,29.24389533,-81.10278717,19.37,-6.58,-16.97
11407,2330:342055.285,136.91,29.24387017,-81.10276050,19.41,-6.54,-16.96
11408,2330:342055.428,136.87,29.24384517,-81.10273383,19.41,-6.53,-16.94
11409,2330:342055.571,137.01,29.24382000,-81.10270700,19.39,-6.55,-17.00
11410,2330:342055.714,136.83,29.24379500,-81.10268033,19.43,-6.53,-16.92
11411,2330:342055.857,136.92,29.24377000,-81.10265350,19.44,-6.60,-16.96
11412,2330:342056.000,136.92,29.24374483,-81.10262667,19.45,-6.59,-16.96
11413,2330:342056.143,136.88,29.24371983,-81.10260000,19.43,-6.57,-16.94
11414,2330:342056.286,136.88,29.24369483,-81.10257317,19.46,-6.57,-16.98
11415,2330:342056.429,136.88,29.24366967,-81.10254633,19.45,-6.55,-16.97
11416,2330:342056.572,136.86,29.24364467,-81.10251967,19.46,-6.55,-16.96
11417,2330:342056.715,136.86,29.24361950,-81.10249283,19.47,-6.55,-16.97
11418,2330:342056.858,136.83,29.24359450,-81.10246600,19.49,-6.60,-16.94
11419,2330:342057.001,136.91,29.24356933,-81.10243917,19.49,-6.64,-16.97
11420,2330:342057.144,136.97,29.24354433,-81.10241233,19.45,-6.63,-16.98
11421,2330:342057.287,136.76,29.24351917,-81.10238550,19.50,-6.58,-16.92
11422,2330:342057.430,136.87,29.24349400,-81.10235867,19.50,-6.59,-16.99
11423,2330:342057.573,136.82,29.24346900,-81.10233183,19.51,-6.59,-16.97
11424,2330:342057.716,136.98,29.24344383,-81.10230500,19.47,-6.61,-17.03
11425,2330:342057.859,136.92,29.24341867,-81.10227817,19.47,-6.60,-16.99
11426,2330:342058.002,136.92,29.24339350,-81.10225133,19.49,-6.60,-17.01
11427,2330:342058.145,136.96,29.24336833,-81.10222450,19.50,-6.61,-17.03
11428,2330:342058.288,136.90,29.24334317,-81.10219767,19.48,-6.60,-16.99
11429,2330:342058.431,137.03,29.24331800,-81.10217083,19.50,-6.66,-17.06
11430,2330:342058.574,136.94,29.24329267,-81.10214400,19.51,-6.64,-17.02
11431,2330:342058.717,137.14,29.24326750,-81.10211733,19.44,-6.66,-17.08
11432,2330:342058.860,137.05,29.24324217,-81.10209050,19.48,-6.63,-17.07
11433,2330:342059.003,137.17,29.24321700,-81.10206383,19.42,-6.65,-17.09
11434,2330:342059.146,137.20,29.24319150,-81.10203700,19.45,-6.72,-17.10
11435,2330:342059.289,137.18,29.24316633,-81.10201033,19.46,-6.71,-17.09
11436,2330:342059.432,137.15,29.24314100,-81.10198350,19.46,-6.72,-17.07
11437,2330:342059.575,137.24,29.24311567,-81.10195683,19.45,-6.75,-17.11
11438,2330:342059.718,137.19,29.24309033,-81.10193000,19.43,-6.72,-17.07
11439,2330:342059.861,137.32,29.24306500,-81.10190350,19.39,-6.73,-17.12
11440,2330:342060.004,137.29,29.24303967,-81.10187667,19.42,-6.72,-17.13
11441,2330:342060.147,137.19,29.24301433,-81.10185000,19.41,-6.71,-17.05
11442,2330:342060.290,137.39,29.24298900,-81.10182350,19.33,-6.71,-17.11
11443,2330:342060.433,137.23,29.24296367,-81.10179683,19.36,-6.68,-17.05
11444,2330:342060.576,137.30,29.24293850,-81.10177017,19.33,-6.69,-17.06
11445,2330:342060.719,137.07,29.24291333,-81.10174367,19.37,-6.66,-16.95
11446,2330:342060.862,137.15,29.24288833,-81.10171700,19.33,-6.67,-16.96
11447,2330:342061.005,137.11,29.24286317,-81.10169067,19.27,-6.61,-16.90
11448,2330:342061.148,137.16,29.24283817,-81.10166417,19.22,-6.62,-16.88
11449,2330:342061.291,137.19,29.24281317,-81.10163783,19.17,-6.61,-16.85
11450,2330:342061.434,137.20,29.24278833,-81.10161150,19.14,-6.62,-16.82
11451,2330:342061.577,137.08,29.24276350,-81.10158517,19.13,-6.57,-16.75
11452,2330:342061.720,137.29,29.24273867,-81.10155900,19.02,-6.56,-16.80
11453,2330:342061.863,137.04,29.24271400,-81.10153283,19.02,-6.49,-16.66
11454,2330:342062.006,137.18,29.24268933,-81.10150683,18.97,-6.53,-16.68
11455,2330:342062.149,136.94,29.24266467,-81.10148067,18.99,-6.48,-16.55
11456,2330:342062.292,137.10,29.24264017,-81.10145467,18.90,-6.49,-16.57
11457,2330:342062.435,137.02,29.24261567,-81.10142867,18.91,-6.47,-16.52
11458,2330:342062.578,136.82,29.24259117,-81.10140267,18.96,-6.42,-16.47
11459,2330:342062.721,136.93,29.24256683,-81.10137667,18.89,-6.43,-16.47
11460,2330:342062.864,136.81,29.24254250,-81.10135067,18.91,-6.41,-16.42
11461,2330:342063.007,137.05,29.24251817,-81.10132483,18.83,-6.44,-16.49
11462,2330:342063.150,136.75,29.24249383,-81.10129883,18.89,-6.34,-16.40
11463,2330:342063.293,136.74,29.24246950,-81.10127283,18.93,-6.37,-16.42
11464,2330:342063.436,136.63,29.24244533,-81.10124683,18.89,-6.31,-16.33
11465,2330:342063.579,136.64,29.24242117,-81.10122067,18.91,-6.29,-16.37
11466,2330:342063.722,136.60,29.24239700,-81.10119467,18.90,-6.27,-16.35
11467,2330:342063.865,136.45,29.24237283,-81.10116867,18.94,-6.24,-16.31
11468,2330:342064.008,136.52,29.24234867,-81.10114250,18.92,-6.25,-16.32
11469,2330:342064.151,136.55,29.24232467,-81.10111650,18.91,-6.27,-16.32
11470,2330:342064.294,136.43,29.24230050,-81.10109050,18.91,-6.23,-16.26
11471,2330:342064.437,136.41,29.24227650,-81.10106433,18.94,-6.24,-16.27
11472,2330:342064.580,136.59,29.24225250,-81.10103833,18.85,-6.26,-16.29
11473,2330:342064.723,136.49,29.24222850,-81.10101233,18.88,-6.24,-16.27
11474,2330:342064.866,136.40,29.24220450,-81.10098633,18.91,-6.22,-16.25
11475,2330:342065.009,136.40,29.24218050,-81.10096033,18.89,-6.22,-16.23
11476,2330:342065.152,136.44,29.24215650,-81.10093417,18.87,-6.20,-16.24
11477,2330:342065.295,136.49,29.24213250,-81.10090833,18.86,-6.24,-16.25
11478,2330:342065.438,136.76,29.24210833,-81.10088233,18.76,-6.31,-16.28
11479,2330:342065.581,136.57,29.24208433,-81.10085650,18.86,-6.23,-16.31
11480,2330:342065.724,136.53,29.24206033,-81.10083050,18.77,-6.16,-16.23
11481,2330:342065.867,136.75,29.24203617,-81.10080467,18.75,-6.20,-16.35
11482,2330:342066.010,136.90,29.24201200,-81.10077883,18.75,-6.29,-16.39
11483,2330:342066.153,136.60,29.24198800,-81.10075300,18.80,-6.23,-16.26
11484,2330:342066.296,137.03,29.24196383,-81.10072717,18.71,-6.36,-16.39
11485,2330:342066.439,137.00,29.24193950,-81.10070150,18.68,-6.30,-16.38
11486,2330:342066.582,137.03,29.24191533,-81.10067583,18.65,-6.28,-16.39
11487,2330:342066.725,137.44,29.24189100,-81.10065033,18.52,-6.35,-16.49
11488,2330:342066.868,137.39,29.24186667,-81.10062467,18.57,-6.36,-16.50
11489,2330:342067.011,137.51,29.24184233,-81.10059917,18.54,-6.41,-16.52
11490,2330:342067.154,137.64,29.24181783,-81.10057367,18.53,-6.47,-16.58
11491,2330:342067.297,137.80,29.24179333,-81.10054833,18.46,-6.50,-16.59
11492,2330:342067.440,137.92,29.24176867,-81.10052300,18.47,-6.55,-16.65
11493,2330:342067.583,138.18,29.24174400,-81.10049783,18.39,-6.61,-16.70
11494,2330:342067.726,138.28,29.24171917,-81.10047267,18.36,-6.63,-16.75
11495,2330:342067.869,138.68,29.24169417,-81.10044767,18.20,-6.69,-16.81
11496,2330:342068.012,138.65,29.24166933,-81.10042267,18.32,-6.71,-16.92
11497,2330:342068.155,139.15,29.24164417,-81.10039783,18.13,-6.86,-16.97
11498,2330:342068.298,139.21,29.24161883,-81.10037300,18.11,-6.85,-17.00
11499,2330:342068.441,139.53,29.24159350,-81.10034850,18.04,-6.92,-17.12
11500,2330:342068.584,139.91,29.24156817,-81.10032400,17.89,-6.97,-17.19
11501,2330:342068.727,140.18,29.24154250,-81.10029983,17.83,-7.02,-17.29
11502,2330:342068.870,140.74,29.24151683,-81.10027567,17.68,-7.17,-17.44
11503,2330:342069.013,141.15,29.24149083,-81.10025167,17.54,-7.24,-17.54
11504,2330:342069.156,141.36,29.24146483,-81.10022800,17.47,-7.26,-17.61
11505,2330:342069.299,141.90,29.24143850,-81.10020433,17.31,-7.38,-17.75
11506,2330:342069.442,142.16,29.24141217,-81.10018100,17.23,-7.46,-17.80
11507,2330:342069.585,142.42,29.24138567,-81.10015783,17.18,-7.52,-17.89
11508,2330:342069.728,142.97,29.24135900,-81.10013500,16.96,-7.60,-17.99
11509,2330:342069.871,143.21,29.24133217,-81.10011217,16.92,-7.65,-18.11
11510,2330:342070.014,143.76,29.24130533,-81.10008950,16.71,-7.75,-18.20
11511,2330:342070.157,144.06,29.24127817,-81.10006717,16.61,-7.82,-18.27
11512,2330:342070.300,144.49,29.24125083,-81.10004500,16.52,-7.91,-18.44
11513,2330:342070.443,144.97,29.24122350,-81.10002317,16.30,-7.96,-18.50
11514,2330:342070.586,145.19,29.24119600,-81.10000133,16.28,-8.03,-18.61
11515,2330:342070.729,145.48,29.24116833,-81.09997967,16.17,-8.09,-18.66
11516,2330:342070.872,146.11,29.24114050,-81.09995833,15.96,-8.19,-18.83
11517,2330:342071.015,146.09,29.24111267,-81.09993700,15.99,-8.22,-18.83
11518,2330:342071.158,146.05,29.24108467,-81.09991583,15.95,-8.17,-18.78
11519,2330:342071.301,147.05,29.24105650,-81.09989483,15.65,-8.40,-19.05
11520,2330:342071.444,146.97,29.24102833,-81.09987417,15.67,-8.38,-19.00
11521,2330:342071.587,147.43,29.24100000,-81.09985350,15.51,-8.47,-19.12
11522,2330:342071.730,147.56,29.24097150,-81.09983300,15.49,-8.51,-19.18
11523,2330:342071.873,148.39,29.24094300,-81.09981267,15.21,-8.69,-19.35
11524,2330:342072.016,148.42,29.24091433,-81.09979250,15.18,-8.69,-19.33
11525,2330:342072.159,148.75,29.24088533,-81.09977250,15.12,-8.78,-19.48
11526,2330:342072.302,149.03,29.24085633,-81.09975283,14.99,-8.78,-19.53
11527,2330:342072.445,149.37,29.24082733,-81.09973333,14.89,-8.82,-19.66
11528,2330:342072.588,149.79,29.24079800,-81.09971400,14.77,-8.91,-19.81
11529,2330:342072.731,150.13,29.24076867,-81.09969483,14.61,-8.97,-19.81
11530,2330:342072.874,150.45,29.24073917,-81.09967583,14.51,-9.02,-19.92
11531,2330:342073.017,150.83,29.24070933,-81.09965700,14.41,-9.09,-20.06
11532,2330:342073.160,151.33,29.24067967,-81.09963850,14.20,-9.13,-20.17
11533,2330:342073.303,151.74,29.24064967,-81.09962017,14.09,-9.24,-20.30
11534,2330:342073.446,152.21,29.24061967,-81.09960200,13.88,-9.29,-20.36
11535,2330:342073.589,152.55,29.24058933,-81.09958417,13.81,-9.39,-20.51
11536,2330:342073.732,152.75,29.24055917,-81.09956650,13.69,-9.39,-20.47
11537,2330:342073.875,153.33,29.24052867,-81.09954900,13.51,-9.55,-20.64
11538,2330:342074.018,153.55,29.24049817,-81.09953167,13.41,-9.56,-20.65
11539,2330:342074.161,153.79,29.24046733,-81.09951467,13.37,-9.66,-20.77
11540,2330:342074.304,154.27,29.24043650,-81.09949783,13.13,-9.71,-20.77
11541,2330:342074.447,154.87,29.24040550,-81.09948133,12.93,-9.82,-20.95
11542,2330:342074.590,155.41,29.24037433,-81.09946500,12.71,-9.86,-21.08
11543,2330:342074.733,155.63,29.24034317,-81.09944900,12.62,-9.87,-21.12
11544,2330:342074.876,156.08,29.24031183,-81.09943317,12.48,-10.02,-21.23
11545,2330:342075.019,156.31,29.24028050,-81.09941750,12.35,-10.03,-21.21
11546,2330:342075.162,156.88,29.24024883,-81.09940233,12.17,-10.17,-21.36
11547,2330:342075.305,157.38,29.24021733,-81.09938733,11.94,-10.24,-21.39
11548,2330:342075.448,157.66,29.24018550,-81.09937250,11.81,-10.27,-21.40
11549,2330:342075.591,158.02,29.24015367,-81.09935783,11.72,-10.38,-21.56
11550,2330:342075.734,158.49,29.24012167,-81.09934367,11.47,-10.40,-21.53
11551,2330:342075.877,158.87,29.24008967,-81.09932967,11.33,-10.47,-21.61
11552,2330:342076.020,159.55,29.24005750,-81.09931600,11.05,-10.54,-21.75
11553,2330:342076.163,159.83,29.24002533,-81.09930250,10.93,-10.58,-21.79
11554,2330:342076.306,160.18,29.23999300,-81.09928933,10.80,-10.65,-21.86
11555,2330:342076.449,160.71,29.23996050,-81.09927650,10.59,-10.74,-21.96
11556,2330:342076.592,161.13,29.23992800,-81.09926383,10.38,-10.78,-21.92
11557,2330:342076.735,161.45,29.23989550,-81.09925133,10.29,-10.88,-22.05
11558,2330:342076.878,161.92,29.23986267,-81.09923917,10.09,-10.94,-22.13
11559,2330:342077.021,162.15,29.23983000,-81.09922717,10.00,-10.99,-22.15
