Index,GPS time,CoG,Lat,Lon,VX,VY,VZ
335,2330:340471.846,220.84,29.18847150,-81.04577100,-4.23,-3.35,-4.74
336,2330:340471.989,218.83,29.18846417,-81.04577767,-4.02,-3.40,-4.88
337,2330:340472.132,217.84,29.18845683,-81.04578417,-3.94,-3.48,-4.97
338,2330:340472.275,218.99,29.18844967,-81.04579083,-4.04,-3.51,-4.84
339,2330:340472.418,218.49,29.18844233,-81.04579750,-4.00,-3.59,-4.86
340,2330:340472.561,217.63,29.18843483,-81.04580400,-3.88,-3.62,-4.88
341,2330:340472.704,218.07,29.18842767,-81.04581050,-3.92,-3.56,-4.84
342,2330:340472.847,218.35,29.18842033,-81.04581700,-3.94,-3.52,-4.83
343,2330:340472.990,217.75,29.18841317,-81.04582333,-3.82,-3.45,-4.80
344,2330:340473.133,217.59,29.18840617,-81.04582950,-3.73,-3.38,-4.73
345,2330:340473.276,218.74,29.18839933,-81.04583583,-3.79,-3.27,-4.59
346,2330:340473.419,218.73,29.18839267,-81.04584200,-3.70,-3.18,-4.49
347,2330:340473.562,218.86,29.18838617,-81.04584800,-3.63,-3.11,-4.39
348,2330:340473.705,219.75,29.18837983,-81.04585383,-3.60,-2.97,-4.21
349,2330:340473.848,220.37,29.18837383,-81.04585967,-3.58,-2.85,-4.10
350,2330:340473.991,221.16,29.18836800,-81.04586550,-3.59,-2.76,-4.00
351,2330:340474.134,222.64,29.18836233,-81.04587133,-3.62,-2.68,-3.81
352,2330:340474.277,224.56,29.18835700,-81.04587733,-3.67,-2.55,-3.59
353,2330:340474.420,225.37,29.18835200,-81.04588317,-3.61,-2.45,-3.43
354,2330:340474.563,226.67,29.18834733,-81.04588900,-3.58,-2.35,-3.23
355,2330:340474.706,229.80,29.18834300,-81.04589483,-3.71,-2.22,-2.98
356,2330:340474.849,231.55,29.18833883,-81.04590067,-3.70,-2.11,-2.78
357,2330:340474.992,232.11,29.18833500,-81.04590633,-3.65,-2.09,-2.67
358,2330:340475.135,234.31,29.18833133,-81.04591217,-3.65,-1.98,-2.45
359,2330:340475.278,238.70,29.18832817,-81.04591800,-3.75,-1.80,-2.11
360,2330:340475.421,241.05,29.18832533,-81.04592383,-3.72,-1.67,-1.89
361,2330:340475.564,242.25,29.18832267,-81.04592950,-3.67,-1.57,-1.78
362,2330:340475.707,245.16,29.18832033,-81.04593517,-3.65,-1.41,-1.57
363,2330:340475.850,250.70,29.18831867,-81.04594067,-3.65,-1.18,-1.18
364,2330:340475.993,252.30,29.18831717,-81.04594617,-3.57,-1.09,-1.06
365,2330:340476.136,256.74,29.18831600,-81.04595133,-3.51,-0.93,-0.77
366,2330:340476.279,258.49,29.18831517,-81.04595650,-3.37,-0.84,-0.64
367,2330:340476.422,263.84,29.18831483,-81.04596150,-3.27,-0.68,-0.32
368,2330:340476.565,267.89,29.18831450,-81.04596617,-3.17,-0.53,-0.12
369,2330:340476.708,270.25,29.18831467,-81.04597067,-2.98,-0.47,0.02
370,2330:340476.851,272.14,29.18831483,-81.04597483,-2.80,-0.41,0.11
371,2330:340476.994,275.46,29.18831517,-81.04597867,-2.59,-0.31,0.23
372,2330:340477.137,279.85,29.18831567,-81.04598200,-2.36,-0.18,0.36
373,2330:340477.280,281.23,29.18831617,-81.04598517,-2.16,-0.15,0.38
374,2330:340477.423,283.20,29.18831667,-81.04598800,-1.93,-0.09,0.40
375,2330:340477.566,286.74,29.18831733,-81.04599050,-1.72,-0.04,0.46
376,2330:340477.709,286.55,29.18831800,-81.04599283,-1.49,-0.04,0.40
377,2330:340477.852,290.99,29.18831867,-81.04599467,-1.32,0.04,0.43
378,2330:340477.995,286.38,29.18831900,-81.04599633,-1.13,-0.04,0.30
379,2330:340478.138,291.43,29.18831950,-81.04599767,-1.01,0.02,0.35
380,2330:340478.281,291.08,29.18832000,-81.04599900,-0.82,0.01,0.28
381,2330:340478.424,288.86,29.18832033,-81.04600017,-0.86,-0.01,0.26
382,2330:340478.567,295.68,29.18832083,-81.04600133,-0.81,0.07,0.33
383,2330:340478.710,293.15,29.18832133,-81.04600267,-0.90,0.04,0.33
384,2330:340478.853,294.26,29.18832183,-81.04600400,-0.89,0.04,0.35
385,2330:340478.996,296.32,29.18832233,-81.04600533,-0.96,0.08,0.41
386,2330:340479.139,297.01,29.18832300,-81.04600700,-1.06,0.10,0.46
387,2330:340479.282,297.19,29.18832383,-81.04600867,-1.20,0.13,0.51
388,2330:340479.425,294.97,29.18832467,-81.04601067,-1.39,0.08,0.56
389,2330:340479.568,296.47,29.18832567,-81.04601283,-1.55,0.09,0.68
390,2330:340479.711,296.65,29.18832667,-81.04601550,-1.74,0.13,0.76
391,2330:340479.854,295.79,29.18832783,-81.04601817,-1.86,0.12,0.78
392,2330:340479.997,294.56,29.18832900,-81.04602100,-2.04,0.11,0.81
393,2330:340480.140,292.68,29.18833017,-81.04602433,-2.21,0.08,0.80
394,2330:340480.283,291.27,29.18833133,-81.04602767,-2.38,0.08,0.80
395,2330:340480.426,288.04,29.18833250,-81.04603150,-2.55,-0.03,0.73
396,2330:340480.569,288.41,29.18833350,-81.04603533,-2.69,0.01,0.78
397,2330:340480.712,285.02,29.18833467,-81.04603950,-2.87,-0.08,0.67
398,2330:340480.855,281.81,29.18833550,-81.04604383,-3.01,-0.17,0.55
399,2330:340480.998,279.35,29.18833600,-81.04604867,-3.18,-0.24,0.45
400,2330:340481.141,276.72,29.18833667,-81.04605350,-3.31,-0.31,0.33
401,2330:340481.284,274.86,29.18833700,-81.04605850,-3.45,-0.37,0.24
402,2330:340481.427,271.05,29.18833700,-81.04606383,-3.54,-0.52,0.05
403,2330:340481.570,266.86,29.18833683,-81.04606933,-3.64,-0.67,-0.18
404,2330:340481.713,264.95,29.18833633,-81.04607483,-3.67,-0.72,-0.30
405,2330:340481.856,259.93,29.18833550,-81.04608050,-3.74,-0.89,-0.62
406,2330:340481.999,257.75,29.18833433,-81.04608617,-3.77,-0.93,-0.78
407,2330:340482.142,254.53,29.18833300,-81.04609200,-3.88,-1.05,-1.02
408,2330:340482.285,250.65,29.18833117,-81.04609783,-3.84,-1.20,-1.27
409,2330:340482.428,248.09,29.18832900,-81.04610383,-3.90,-1.35,-1.47
410,2330:340482.571,244.35,29.18832650,-81.04610967,-3.82,-1.50,-1.71
411,2330:340482.714,242.15,29.18832383,-81.04611567,-3.84,-1.58,-1.90
412,2330:340482.857,240.04,29.18832067,-81.04612167,-3.88,-1.67,-2.12
413,2330:340483.000,238.29,29.18831733,-81.04612767,-3.89,-1.75,-2.29
414,2330:340483.143,235.22,29.18831367,-81.04613383,-3.86,-1.91,-2.55
415,2330:340483.286,232.78,29.18830983,-81.04613983,-3.79,-2.06,-2.72
416,2330:340483.429,232.24,29.18830567,-81.04614583,-3.86,-2.17,-2.82
417,2330:340483.572,230.33,29.18830133,-81.04615183,-3.78,-2.26,-2.96
418,2330:340483.715,228.89,29.18829667,-81.04615783,-3.76,-2.32,-3.12
419,2330:340483.858,226.83,29.18829183,-81.04616383,-3.70,-2.42,-3.31
420,2330:340484.001,224.72,29.18828667,-81.04616967,-3.58,-2.54,-3.46
421,2330:340484.144,224.04,29.18828133,-81.04617550,-3.59,-2.59,-3.55
422,2330:340484.287,223.02,29.18827600,-81.04618117,-3.56,-2.66,-3.66
423,2330:340484.430,221.86,29.18827033,-81.04618700,-3.53,-2.73,-3.80
424,2330:340484.573,221.07,29.18826450,-81.04619267,-3.52,-2.79,-3.91
425,2330:340484.716,219.77,29.18825850,-81.04619833,-3.47,-2.87,-4.05
426,2330:340484.859,220.25,29.18825250,-81.04620417,-3.50,-2.85,-4.01
427,2330:340485.002,219.10,29.18824650,-81.04620983,-3.44,-2.87,-4.14
428,2330:340485.145,218.67,29.18824033,-81.04621550,-3.46,-2.88,-4.24
429,2330:340485.288,218.58,29.18823400,-81.04622133,-3.50,-2.93,-4.31
430,2330:340485.431,217.87,29.18822750,-81.04622700,-3.44,-2.98,-4.35
431,2330:340485.574,217.50,29.18822100,-81.04623250,-3.41,-3.01,-4.37
432,2330:340485.717,217.31,29.18821467,-81.04623817,-3.38,-2.98,-4.37
433,2330:340485.860,217.56,29.18820817,-81.04624383,-3.45,-2.94,-4.43
434,2330:340486.003,216.11,29.18820150,-81.04624933,-3.32,-2.94,-4.54
435,2330:340486.146,215.96,29.18819483,-81.04625483,-3.31,-2.96,-4.55
436,2330:340486.289,216.28,29.18818833,-81.04626033,-3.32,-2.97,-4.50
437,2330:340486.432,215.18,29.18818167,-81.04626567,-3.21,-2.99,-4.53
438,2330:340486.575,215.14,29.18817500,-81.04627100,-3.19,-2.97,-4.52
439,2330:340486.718,215.12,29.18816850,-81.04627633,-3.19,-2.95,-4.53
440,2330:340486.861,215.04,29.18816183,-81.04628150,-3.14,-2.94,-4.47
441,2330:340487.004,214.87,29.18815550,-81.04628667,-3.06,-2.89,-4.38
442,2330:340487.147,214.86,29.18814917,-81.04629167,-3.00,-2.82,-4.30
443,2330:340487.290,215.10,29.18814300,-81.04629650,-2.94,-2.74,-4.16
444,2330:340487.433,214.54,29.18813700,-81.04630117,-2.81,-2.65,-4.08
445,2330:340487.576,215.09,29.18813133,-81.04630583,-2.76,-2.56,-3.93
446,2330:340487.719,215.37,29.18812583,-81.04631017,-2.68,-2.48,-3.77
447,2330:340487.862,215.48,29.18812050,-81.04631450,-2.63,-2.42,-3.68
448,2330:340488.005,214.46,29.18811517,-81.04631867,-2.46,-2.33,-3.58
449,2330:340488.148,216.03,29.18811033,-81.04632283,-2.47,-2.21,-3.38
450,2330:340488.291,215.35,29.18810550,-81.04632667,-2.32,-2.13,-3.26
451,2330:340488.434,214.88,29.18810083,-81.04633033,-2.21,-2.09,-3.16
452,2330:340488.577,215.01,29.18809650,-81.04633383,-2.11,-1.98,-3.00
453,2330:340488.720,215.76,29.18809233,-81.04633717,-2.05,-1.88,-2.83
454,2330:340488.863,215.77,29.18808850,-81.04634033,-1.92,-1.77,-2.64
455,2330:340489.006,215.55,29.18808483,-81.04634333,-1.79,-1.68,-2.49
456,2330:340489.149,215.49,29.18808133,-81.04634617,-1.65,-1.55,-2.29
457,2330:340489.292,215.67,29.18807817,-81.04634867,-1.54,-1.43,-2.12
458,2330:340489.435,216.19,29.18807533,-81.04635100,-1.45,-1.30,-1.97
459,2330:340489.578,215.42,29.18807267,-81.04635317,-1.29,-1.18,-1.81
460,2330:340489.721,216.03,29.18807033,-81.04635517,-1.19,-1.08,-1.63
461,2330:340489.864,216.76,29.18806817,-81.04635700,-1.10,-0.97,-1.45
462,2330:340490.007,215.42,29.18806633,-81.04635867,-0.94,-0.87,-1.32
463,2330:340490.150,215.95,29.18806450,-81.04636000,-0.86,-0.78,-1.19
464,2330:340490.293,216.67,29.18806300,-81.04636133,-0.75,-0.67,-1.00
465,2330:340490.436,216.87,29.18806183,-81.04636233,-0.65,-0.58,-0.86
466,2330:340490.579,216.62,29.18806067,-81.04636333,-0.58,-0.50,-0.78
467,2330:340490.722,216.69,29.18805950,-81.04636433,-0.61,-0.52,-0.81
468,2330:340490.865,216.10,29.18805833,-81.04636533,-0.61,-0.53,-0.84
469,2330:340491.008,216.85,29.18805700,-81.04636650,-0.67,-0.57,-0.89
470,2330:340491.151,216.32,29.18805567,-81.04636750,-0.69,-0.61,-0.94
471,2330:340491.294,216.32,29.18805400,-81.04636883,-0.78,-0.70,-1.05
472,2330:340491.437,217.36,29.18805233,-81.04637033,-0.92,-0.79,-1.20
473,2330:340491.580,215.88,29.18805017,-81.04637217,-1.04,-0.94,-1.43
474,2330:340491.723,216.59,29.18804783,-81.04637417,-1.22,-1.09,-1.62
475,2330:340491.866,216.31,29.18804517,-81.04637633,-1.34,-1.21,-1.80
476,2330:340492.009,216.90,29.18804217,-81.04637900,-1.52,-1.35,-2.00
477,2330:340492.152,216.75,29.18803900,-81.04638167,-1.67,-1.48,-2.22
478,2330:340492.295,216.46,29.18803533,-81.04638467,-1.78,-1.62,-2.38
479,2330:340492.438,217.22,29.18803167,-81.04638800,-1.97,-1.73,-2.56
480,2330:340492.581,216.44,29.18802750,-81.04639133,-2.06,-1.86,-2.75
481,2330:340492.724,216.43,29.18802317,-81.04639500,-2.21,-1.98,-2.96
482,2330:340492.867,216.31,29.18801850,-81.04639883,-2.34,-2.10,-3.16
483,2330:340493.010,216.81,29.18801367,-81.04640300,-2.50,-2.20,-3.31
484,2330:340493.153,215.96,29.18800850,-81.04640733,-2.60,-2.37,-3.55
485,2330:340493.296,216.42,29.18800300,-81.04641183,-2.71,-2.44,-3.64
486,2330:340493.439,216.18,29.18799750,-81.04641650,-2.80,-2.54,-3.80
487,2330:340493.582,215.98,29.18799167,-81.04642133,-2.90,-2.62,-3.97
488,2330:340493.725,215.98,29.18798567,-81.04642633,-2.96,-2.66,-4.05
489,2330:340493.868,216.07,29.18797950,-81.04643133,-3.07,-2.76,-4.20
490,2330:340494.011,215.72,29.18797333,-81.04643650,-3.11,-2.83,-4.30
491,2330:340494.154,215.89,29.18796683,-81.04644183,-3.24,-2.92,-4.46
492,2330:340494.297,215.72,29.18796000,-81.04644733,-3.31,-2.99,-4.59
493,2330:340494.440,215.72,29.18795317,-81.04645300,-3.40,-3.07,-4.71
494,2330:340494.583,215.77,29.18794617,-81.04645883,-3.48,-3.13,-4.82
495,2330:340494.726,215.70,29.18793883,-81.04646483,-3.56,-3.23,-4.94
496,2330:340494.869,215.74,29.18793150,-81.04647083,-3.67,-3.31,-5.09
497,2330:340495.012,215.28,29.18792383,-81.04647700,-3.71,-3.41,-5.23
498,2330:340495.155,215.70,29.18791600,-81.04648333,-3.82,-3.46,-5.30
499,2330:340495.298,215.49,29.18790817,-81.04648983,-3.89,-3.51,-5.45
500,2330:340495.441,215.18,29.18790000,-81.04649633,-3.93,-3.58,-5.59
501,2330:340495.584,215.94,29.18789183,-81.04650317,-4.09,-3.66,-5.61
502,2330:340495.727,215.41,29.18788333,-81.04650983,-4.06,-3.71,-5.69
503,2330:340495.870,214.90,29.18787483,-81.04651667,-4.06,-3.77,-5.81
504,2330:340496.013,215.34,29.18786633,-81.04652367,-4.19,-3.86,-5.89
505,2330:340496.156,214.97,29.18785767,-81.04653050,-4.16,-3.96,-5.92
506,2330:340496.299,215.42,29.18784900,-81.04653767,-4.21,-3.96,-5.87
507,2330:340496.442,215.14,29.18784017,-81.04654467,-4.21,-4.00,-5.94
508,2330:340496.585,214.86,29.18783117,-81.04655167,-4.23,-4.09,-6.03
509,2330:340496.728,215.05,29.18782233,-81.04655883,-4.28,-4.15,-6.05
510,2330:340496.871,214.31,29.18781317,-81.04656600,-4.17,-4.20,-6.06
511,2330:340497.014,214.56,29.18780417,-81.04657300,-4.22,-4.20,-6.08
512,2330:340497.157,214.16,29.18779517,-81.04658000,-4.18,-4.18,-6.12
513,2330:340497.300,214.23,29.18778600,-81.04658717,-4.19,-4.17,-6.12
514,2330:340497.443,214.13,29.18777700,-81.04659417,-4.17,-4.17,-6.11
515,2330:340497.586,214.13,29.18776800,-81.04660100,-4.14,-4.13,-6.08
516,2330:340497.729,214.19,29.18775900,-81.04660800,-4.15,-4.14,-6.07
517,2330:340497.872,213.77,29.18775000,-81.04661483,-4.08,-4.15,-6.07
518,2330:340498.015,213.73,29.18774100,-81.04662167,-4.05,-4.14,-6.03
519,2330:340498.158,213.55,29.18773200,-81.04662850,-4.01,-4.09,-6.04
520,2330:340498.301,213.72,29.18772317,-81.04663517,-4.01,-4.07,-5.99
521,2330:340498.444,213.86,29.18771433,-81.04664200,-4.03,-4.08,-5.98
522,2330:340498.587,213.78,29.18770550,-81.04664883,-4.00,-4.09,-5.94
523,2330:340498.730,213.76,29.18769667,-81.04665550,-3.95,-4.07,-5.86
524,2330:340498.873,213.60,29.18768800,-81.04666200,-3.92,-4.05,-5.86
525,2330:340499.016,213.53,29.18767917,-81.04666867,-3.91,-4.02,-5.88
526,2330:340499.159,213.22,29.18767050,-81.04667517,-3.87,-4.02,-5.90
527,2330:340499.302,214.36,29.18766183,-81.04668183,-3.96,-3.96,-5.74
528,2330:340499.445,213.56,29.18765317,-81.04668833,-3.87,-3.97,-5.82
529,2330:340499.588,214.06,29.18764467,-81.04669500,-3.92,-3.96,-5.77
530,2330:340499.731,213.80,29.18763617,-81.04670150,-3.88,-3.96,-5.76
531,2330:340499.874,214.04,29.18762767,-81.04670800,-3.89,-3.94,-5.72
532,2330:340500.017,214.21,29.18761917,-81.04671467,-3.89,-3.92,-5.68
533,2330:340500.160,214.39,29.18761067,-81.04672117,-3.90,-3.88,-5.65
534,2330:340500.303,214.92,29.18760233,-81.04672783,-3.94,-3.87,-5.58
535,2330:340500.446,214.88,29.18759417,-81.04673433,-3.92,-3.88,-5.55
536,2330:340500.589,215.17,29.18758583,-81.04674100,-3.94,-3.88,-5.51
537,2330:340500.732,215.20,29.18757767,-81.04674750,-3.92,-3.88,-5.48
538,2330:340500.875,215.32,29.18756950,-81.04675417,-3.91,-3.84,-5.44
539,2330:340501.018,216.04,29.18756150,-81.04676067,-3.96,-3.78,-5.35
540,2330:340501.161,215.39,29.18755350,-81.04676733,-3.90,-3.80,-5.41
541,2330:340501.304,215.90,29.18754567,-81.04677383,-3.91,-3.76,-5.31
542,2330:340501.447,215.75,29.18753767,-81.04678033,-3.89,-3.80,-5.30
543,2330:340501.590,214.64,29.18752967,-81.04678667,-3.73,-3.80,-5.31
544,2330:340501.733,213.63,29.18752167,-81.04679283,-3.61,-3.81,-5.38
545,2330:340501.876,212.32,29.18751350,-81.04679867,-3.44,-3.80,-5.42
546,2330:340502.019,210.84,29.18750517,-81.04680417,-3.25,-3.78,-5.49
547,2330:340502.162,209.35,29.18749700,-81.04680950,-3.06,-3.76,-5.53
548,2330:340502.305,207.09,29.18748850,-81.04681433,-2.79,-3.77,-5.65
549,2330:340502.448,205.57,29.18748000,-81.04681900,-2.59,-3.77,-5.66
550,2330:340502.591,202.84,29.18747150,-81.04682317,-2.26,-3.79,-5.77
551,2330:340502.734,200.27,29.18746267,-81.04682683,-1.93,-3.79,-5.82
552,2330:340502.877,197.56,29.18745383,-81.04683000,-1.59,-3.82,-5.87
553,2330:340503.020,195.78,29.18744500,-81.04683283,-1.36,-3.78,-5.88
554,2330:340503.163,194.18,29.18743617,-81.04683533,-1.17,-3.71,-5.89
555,2330:340503.306,190.34,29.18742717,-81.04683700,-0.71,-3.65,-5.99
556,2330:340503.449,188.29,29.18741817,-81.04683850,-0.46,-3.52,-5.97
557,2330:340503.592,185.95,29.18740933,-81.04683967,-0.18,-3.50,-6.07
558,2330:340503.735,182.90,29.18740033,-81.04684017,0.19,-3.49,-6.07
559,2330:340503.878,180.38,29.18739133,-81.04684033,0.50,-3.46,-6.00
560,2330:340504.021,178.45,29.18738233,-81.04684000,0.73,-3.45,-5.97
561,2330:340504.164,176.20,29.18737350,-81.04683933,1.00,-3.40,-5.91
562,2330:340504.307,173.16,29.18736467,-81.04683817,1.33,-3.21,-5.88
563,2330:340504.450,171.46,29.18735600,-81.04683667,1.51,-3.09,-5.84
564,2330:340504.593,169.77,29.18734767,-81.04683483,1.66,-2.95,-5.73
565,2330:340504.736,167.57,29.18733933,-81.04683267,1.88,-2.82,-5.64
566,2330:340504.879,165.78,29.18733133,-81.04683050,2.02,-2.71,-5.45
567,2330:340505.022,164.75,29.18732350,-81.04682800,2.07,-2.66,-5.23
568,2330:340505.165,164.77,29.18731600,-81.04682567,2.03,-2.60,-5.13
569,2330:340505.308,162.74,29.18730867,-81.04682317,2.12,-2.43,-4.81
570,2330:340505.451,162.63,29.18730183,-81.04682067,2.08,-2.34,-4.70
571,2330:340505.594,162.79,29.18729517,-81.04681833,1.96,-2.21,-4.51
572,2330:340505.737,163.57,29.18728867,-81.04681617,1.83,-2.16,-4.37
573,2330:340505.880,163.39,29.18728267,-81.04681417,1.75,-2.07,-4.12
574,2330:340506.023,163.51,29.18727683,-81.04681217,1.67,-2.00,-3.95
575,2330:340506.166,164.56,29.18727133,-81.04681033,1.50,-1.90,-3.74
576,2330:340506.309,165.38,29.18726600,-81.04680883,1.36,-1.84,-3.52
577,2330:340506.452,165.18,29.18726100,-81.04680750,1.30,-1.74,-3.33
578,2330:340506.595,167.62,29.18725600,-81.04680617,1.12,-1.73,-3.31
579,2330:340506.738,166.99,29.18725117,-81.04680483,1.15,-1.69,-3.28
580,2330:340506.881,169.59,29.18724633,-81.04680400,0.96,-1.73,-3.22
581,2330:340507.024,172.58,29.18724150,-81.04680333,0.78,-1.80,-3.23
582,2330:340507.167,174.34,29.18723667,-81.04680283,0.66,-1.80,-3.20
583,2330:340507.310,176.27,29.18723200,-81.04680250,0.53,-1.84,-3.17
584,2330:340507.453,179.41,29.18722717,-81.04680233,0.34,-1.90,-3.19
585,2330:340507.596,181.94,29.18722200,-81.04680250,0.18,-1.98,-3.38
586,2330:340507.739,185.10,29.18721683,-81.04680317,-0.04,-2.07,-3.44
587,2330:340507.882,187.94,29.18721150,-81.04680383,-0.24,-2.14,-3.51
588,2330:340508.025,191.36,29.18720633,-81.04680517,-0.48,-2.20,-3.50
589,2330:340508.168,194.65,29.18720100,-81.04680683,-0.74,-2.25,-3.57
590,2330:340508.311,196.45,29.18719550,-81.04680867,-0.89,-2.28,-3.60
591,2330:340508.454,201.12,29.18719017,-81.04681117,-1.26,-2.31,-3.60
592,2330:340508.597,204.09,29.18718500,-81.04681383,-1.49,-2.30,-3.54
593,2330:340508.740,208.47,29.18717983,-81.04681683,-1.79,-2.27,-3.38
594,2330:340508.883,212.48,29.18717517,-81.04682033,-2.04,-2.23,-3.20
595,2330:340509.026,213.65,29.18717050,-81.04682400,-2.12,-2.19,-3.16
596,2330:340509.169,218.07,29.18716600,-81.04682800,-2.37,-2.10,-2.95
597,2330:340509.312,221.28,29.18716183,-81.04683217,-2.54,-2.04,-2.79
598,2330:340509.455,224.25,29.18715783,-81.04683667,-2.71,-1.98,-2.65
599,2330:340509.598,227.28,29.18715417,-81.04684117,-2.86,-1.90,-2.50
600,2330:340509.741,230.10,29.18715083,-81.04684600,-2.97,-1.87,-2.32
601,2330:340509.884,232.21,29.18714750,-81.04685100,-3.07,-1.81,-2.21
602,2330:340510.027,235.43,29.18714433,-81.04685600,-3.22,-1.74,-2.04
603,2330:340510.170,237.10,29.18714150,-81.04686117,-3.24,-1.67,-1.93
604,2330:340510.313,240.86,29.18713883,-81.04686650,-3.47,-1.59,-1.77
605,2330:340510.456,239.05,29.18713617,-81.04687150,-3.25,-1.57,-1.79
606,2330:340510.599,241.43,29.18713383,-81.04687650,-3.16,-1.42,-1.57
607,2330:340510.742,242.43,29.18713150,-81.04688167,-3.28,-1.44,-1.56
608,2330:340510.885,244.28,29.18712933,-81.04688683,-3.38,-1.41,-1.48
609,2330:340511.028,243.57,29.18712700,-81.04689217,-3.42,-1.45,-1.55
610,2330:340511.171,242.30,29.18712467,-81.04689733,-3.35,-1.47,-1.61
611,2330:340511.314,244.55,29.18712217,-81.04690267,-3.51,-1.56,-1.47
612,2330:340511.457,244.31,29.18712000,-81.04690800,-3.38,-1.66,-1.36
613,2330:340511.600,244.38,29.18711783,-81.04691283,-3.19,-1.56,-1.28
614,2330:340511.743,243.09,29.18711567,-81.04691783,-3.16,-1.45,-1.42
615,2330:340511.886,243.66,29.18711350,-81.04692283,-3.26,-1.32,-1.50
616,2330:340512.029,244.25,29.18711117,-81.04692800,-3.37,-1.28,-1.54
617,2330:340512.172,244.69,29.18710900,-81.04693333,-3.41,-1.19,-1.57
618,2330:340512.315,243.23,29.18710667,-81.04693867,-3.51,-1.31,-1.70
619,2330:340512.458,244.52,29.18710433,-81.04694433,-3.61,-1.44,-1.59
620,2330:340512.601,244.46,29.18710200,-81.04694983,-3.64,-1.58,-1.54
621,2330:340512.744,244.45,29.18709950,-81.04695550,-3.66,-1.59,-1.55
622,2330:340512.887,244.37,29.18709717,-81.04696133,-3.77,-1.58,-1.64
623,2330:340513.030,244.56,29.18709450,-81.04696750,-3.93,-1.60,-1.71
624,2330:340513.173,244.50,29.18709200,-81.04697367,-3.99,-1.64,-1.74
625,2330:340513.316,245.11,29.18708933,-81.04698017,-4.17,-1.68,-1.76
626,2330:340513.459,244.98,29.18708667,-81.04698683,-4.30,-1.74,-1.83
627,2330:340513.602,244.77,29.18708383,-81.04699367,-4.43,-1.80,-1.90
628,2330:340513.745,245.13,29.18708083,-81.04700067,-4.58,-1.87,-1.92
629,2330:340513.888,244.62,29.18707783,-81.04700800,-4.69,-1.95,-2.01
630,2330:340514.031,244.96,29.18707483,-81.04701550,-4.89,-2.00,-2.07
631,2330:340514.174,244.65,29.18707150,-81.04702317,-4.97,-2.06,-2.13
632,2330:340514.317,244.88,29.18706833,-81.04703117,-5.14,-2.13,-2.18
633,2330:340514.460,244.71,29.18706500,-81.04703950,-5.31,-2.19,-2.28
634,2330:340514.603,244.60,29.18706150,-81.04704783,-5.42,-2.24,-2.34
635,2330:340514.746,244.34,29.18705783,-81.04705650,-5.59,-2.30,-2.45
636,2330:340514.889,245.01,29.18705417,-81.04706550,-5.74,-2.32,-2.43
637,2330:340515.032,245.04,29.18705050,-81.04707450,-5.97,-2.39,-2.54
638,2330:340515.175,244.88,29.18704650,-81.04708383,-6.00,-2.44,-2.56
639,2330:340515.318,245.22,29.18704267,-81.04709333,-6.21,-2.50,-2.61
640,2330:340515.461,244.53,29.18703867,-81.04710300,-6.26,-2.57,-2.71
641,2330:340515.604,244.76,29.18703467,-81.04711283,-6.33,-2.57,-2.72
642,2330:340515.747,244.74,29.18703050,-81.04712283,-6.46,-2.63,-2.78
643,2330:340515.890,244.82,29.18702633,-81.04713300,-6.59,-2.68,-2.83
644,2330:340516.033,245.04,29.18702200,-81.04714333,-6.65,-2.69,-2.82
